No.,storeNumber,countryCode,ownershipTypeCode,latitude,longitude,address,city,countrySubdivisionCode,postalCode,windowsTimeZoneId,GMT,GMT_region,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thu_open,Thu_close,Fri_open,Fri_close,Sat_open,Sat_close,Sun_open,Sun_close
9321,11503-104293,US,CO,40.480826,-85.550651,4970 Beaner Blvd,gas city,IN,469339788,US Eastern Standard Time,GMT-05:00,America/Indiana/Indianapolis,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30
9322,58299-286842,US,CO,41.564373,-85.801058,1763 Linconway E,goshen,IN,465266415,US Eastern Standard Time,GMT-05:00,America/Indiana/Indianapolis,04:00,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,20:00,06:00,20:00
9323,25700-223915,US,LS,41.566126,-85.814922,1401 College Ave,goshen,IN,46526,US Eastern Standard Time,GMT-05:00,America/Indiana/Indianapolis,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
9324,50166-270666,US,LS,41.745041,-85.329179,Mile Post 126 I-90 E,howe,IN,46746,US Eastern Standard Time,GMT-05:00,America/Indiana/Indianapolis,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
9325,50165-270665,US,LS,41.746979,-85.328533,Mile Post 126 1-90 West,howe,IN,46746,US Eastern Standard Time,GMT-05:00,America/Indiana/Indianapolis,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
9326,73816-110026,US,LS,41.444334,-85.983251,1530 East Market Street,nappanee,IN,465502306,US Eastern Standard Time,GMT-05:00,America/Indiana/Indianapolis,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
9327,19873-183827,US,LS,41.566112,-85.860151,3938 Midway Rd,goshen,IN,46526,US Eastern Standard Time,GMT-05:00,America/Indiana/Indianapolis,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
9328,79313-100684,US,LS,41.595783,-85.856369,Elkhart Road and Bashor,goshen,IN,46528,US Eastern Standard Time,GMT-05:00,America/Indiana/Indianapolis,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
9329,10982-102535,US,CO,29.566761,-98.485276,210 West Bitters,san antonio,TX,782161665,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
9330,29567-254265,US,CO,29.588266,-98.475183,16101 San Pedro Avenue,san antonio,TX,782323044,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
9331,14192-110304,US,CO,29.607928,-98.507786,18154 Blanco Rd,san antonio,TX,782321088,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,20:00
9332,26159-243773,US,CO,29.607682,-98.522304,1858 N. Loop 1604 West,san antonio,TX,782484520,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00
9333,6261-787,US,CO,29.605634,-98.467562,18130 U.S. Highway 281 North|Suite 108|Northwoods Shpping Center,san antonio,TX,782321435,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00
9334,72640-32360,US,LS,29.611741,-98.510558,18255 Blanco Rd,san antonio,TX,782584585,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
9335,11305-103683,US,CO,29.612167,-98.4929,18738 Tuscany Stone,san antonio,TX,782583513,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,22:00,05:30,22:00,05:30,21:30
9336,11304-103682,US,CO,29.609593,-98.466165,1723 N Loop 1604 E|102,san antonio,TX,782321669,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
9337,76647-100225,US,LS,29.735333,-95.567891,10801 Westheimer Rd,houston,TX,770423293,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
9338,25411-200784,US,CO,29.716009,-95.558252,5820 W. Sam Houston Pkwy S.,houston,TX,770721652,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,22:00,05:00,22:00,05:00,21:30
9339,10122-96587,US,CO,29.651599,-95.567117,11623 SW Freeway,houston,TX,770313611,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:30,22:00,05:30,22:00
9340,8100-95201,US,CO,29.716631,-95.498298,6001 Hillcroft,houston,TX,770811014,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:30,22:00,05:30,22:00
9341,76975-136638,US,LS,45.277961,-93.563347,15800 87th St NE,otsego,MN,553306546,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9342,20689-206848,US,CO,45.316908,-93.561642,19179 Freeport Ave|A,elk river,MN,553301245,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,21:00,05:00,21:00,06:00,20:00
9343,18163-182985,US,CO,45.201177,-93.554136,13590 Northdale Blvd|Suite 100,rogers,MN,553742150,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:30,05:30,19:30,05:30,19:30,05:30,19:30,05:30,20:30,05:30,20:30,05:30,19:30
9344,53017-283178,US,LS,45.246689,-93.666597,6415 Labeaux Ave NE,albertville,MN,55301,Central Standard Time,GMT-06:00,America/Chicago,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,19:00
9345,72678-64266,US,LS,45.19764,-93.554653,21615 S Diamond Lake Rd,rogers,MN,553748893,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9346,76730-100251,US,LS,45.293754,-93.773532,1447 East 7th St,monticello,MN,553624666,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9347,76808-99120,US,LS,45.136755,-93.47563,15300 Grove Circle N,maple grove,MN,553694469,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9348,25535-241231,US,CO,45.209026,-93.358432,13131 Riverdale Dr NW,coon rapids,MN,554481269,Central Standard Time,GMT-06:00,America/Chicago,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,21:00,05:30,20:30,06:00,20:30
9349,17564-178944,US,CO,45.125304,-93.491093,9404 Dunkirk Lane North,maple grove,MN,553111220,Central Standard Time,GMT-06:00,America/Chicago,05:00,14:00,05:00,14:00,05:00,14:00,05:00,14:00,05:00,14:00,06:00,14:00,06:00,14:00
9350,76112-88843,US,LS,45.173157,-93.388445,11960 Business Park Blvd N,champlin,MN,553162005,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9351,23160-226966,US,CO,45.158711,-93.390784,11223 Aquila Drive,champlin,MN,553162096,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
9352,59339-293049,US,CO,45.197242,-93.347133,3188 Northdale Blvd NW,coon rapids,MN,55448,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
9353,23669-232351,US,LS,45.19606,-93.34702,3300 124th Ave NW,coon rapids,MN,55433,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9354,76316-95687,US,LS,45.21944,-93.31616,2000 Bonker Lake Blvd NW,andover,MN,553044014,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,20:00
9355,2318-2001,US,CO,45.099604,-93.45016,7979 Wedgewood Lane,maple grove,MN,553699411,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
9356,21555-204764,US,LS,45.135664,-93.370016,7000 Target Parkway N,brooklyn park,MN,55444,Central Standard Time,GMT-06:00,America/Chicago,06:30,14:00,06:30,14:00,06:30,14:00,06:30,14:00,06:30,14:00,Closed,Closed,Closed,Closed
9357,60951-277644,US,LS,45.083024,-93.517718,18755 70th Way North,maple grove,MN,55311,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
9358,48065-254734,US,LS,45.124324,-93.357161,9409 Zane Ave North,brooklyn park,MN,55443,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,20:00,06:00,20:00
9359,76133-88561,US,LS,45.091169,-93.378348,7535 W Broadway Ave,brooklyn park,MN,554281287,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9360,76709-99117,US,LS,45.045444,-93.529408,300 Clydesdale Rd,medina,MN,553404538,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9361,76224-90369,US,LS,45.168514,-93.860245,1300 State Hwy 55 NE,buffalo,MN,553134321,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,20:00
9362,10743-99776,US,CO,45.150231,-93.276197,9920 Foley Blvd|102A|Pine Cone Plaza,coon rapids,MN,55448,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00
9363,20107-189627,US,CO,45.167868,-93.235885,1384 109th Avenue|100,blaine,MN,554344542,Central Standard Time,GMT-06:00,America/Chicago,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,04:30,22:00,05:30,21:30,05:30,21:00
9364,76206-88844,US,LS,45.127261,-93.268366,8600 Springbrook Dr NW,coon rapids,MN,554336033,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,20:00
9365,76115-88842,US,LS,45.165493,-93.233396,1500 109th Ave NE,blaine,MN,554494670,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9366,72685-76622,US,LS,45.031346,-93.451348,4175 Vinewood Lane N,plymouth,MN,554422624,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9367,53551-281365,US,CO,45.028742,-93.456868,4090 Annapolis Lane,plymouth,MN,55447,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,18:00,06:00,19:00
9368,57786-291572,US,LS,45.019224,-93.493007,16705 County Rd 24,plymouth,MN,55447,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9369,22725-223764,US,CO,45.054312,-93.36459,5596 W. Broadway Ave.,crystal,MN,554283551,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:30,05:30,19:30,05:30,19:30,05:30,21:00,05:30,19:30,05:30,19:30,05:30,19:30
9370,76188-88825,US,LS,45.052521,-93.364575,5537 W Broadway Ave,crystal,MN,554283592,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9371,2330-245290,US,CO,45.01842,-93.482308,15850 32nd Avenue North,plymouth,MN,55447,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
9372,26711-243086,US,LS,45.034665,-93.384013,8200 42nd Ave N,new hope,MN,55427,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
9373,9605-97352,US,CO,45.055266,-93.323226,5512 Brooklyn Blvd,brooklyn center,MN,554293054,Central Standard Time,GMT-06:00,America/Chicago,07:00,15:00,07:00,20:30,07:00,20:30,07:00,20:30,07:00,20:30,08:00,20:00,08:00,20:00
9374,62616-296984,US,LS,45.116289,-93.239111,8155 Hwy 65 NE,spring lake park,MN,55432,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
9375,9712-97797,US,CO,45.008333,-93.449222,2661 Campus Dr.,plymouth,MN,554412692,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,06:00,15:00,06:00,15:00,06:00,20:00,06:00,19:30,06:00,19:30,06:00,19:30
9376,61938-295364,US,CO,45.164939,-93.163861,4190 108th Avenue NE|#140,blaine,MN,55449,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,21:00
9377,76625-95375,US,LS,45.066158,-93.251437,755 53rd Ave NE,fridley,MN,554211298,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,20:00
9378,52544-281367,US,CO,44.987689,-93.421149,11129 Highway 55,plymouth,MN,55441,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
9379,55981-286442,US,LS,45.019317,-93.327191,3505 Bottineau Blvd,robbinsdale,MN,55422,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
9380,24962-238826,US,CO,45.064645,-93.248778,5300 Central Ave NE,fridley,MN,554212626,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
9381,52025-277306,US,LS,45.018541,-93.325492,3503 Bottineau Blvd,robbinsdale,MN,55422,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,20:00,06:00,20:00
9382,53981-285748,US,CO,44.970838,-93.495788,1330 Wayzata Blvd|B,wayzata,MN,553911943,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,12:00,Closed,Closed
9383,76736-104469,US,LS,44.969631,-93.447322,13201 Ridgedale Dr,minnetonka,MN,553051808,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9384,2228-659,US,CO,44.984187,-93.379105,"7802 Olson Memorial Highway|Golden Valley Commons, #140",golden valley,MN,554274715,Central Standard Time,GMT-06:00,America/Chicago,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,05:30,20:00,05:30,20:00
9385,72677-64263,US,LS,45.182992,-93.105463,749 Apollo Dr,lino lakes,MN,550143035,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9386,48827-265350,US,CO,45.03725,-93.219058,3704 Silver Lake Rd NE,st. anthony,MN,554214222,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,21:00
9387,9359-96468,US,CO,44.933338,-93.418828,1505 State Hwy 7,hopkins,MN,553054739,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
9388,76653-94395,US,LS,45.004796,-93.229939,1650 New Brighton Blvd,minneapolis,MN,554131643,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9389,29785-255321,US,CO,44.983769,-93.267214,100 Hennepin Ave,minneapolis,MN,554011903,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,06:00,19:00,06:00,19:00
9390,76408-96764,US,LS,44.936386,-93.392448,8900 SR-7,st. louis park,MN,55426,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9391,76979-136639,US,LS,44.849803,-93.773745,875 E Main St,waconia,MN,553871081,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9392,49587-270029,US,CO,44.839109,-93.797345,10720 10th street|101,waconia,MN,553871763,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,06:00,19:00,06:00,19:00
9393,54453-286617,US,CO,44.834884,-93.60075,1114 Hazeltine Blvd,chaska,MN,553181004,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
9394,72649-48359,US,LS,44.827687,-93.600577,111 Pioneer Trail,chaska,MN,553181123,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9395,27578-238022,US,LS,44.900593,-93.568967,440 Water St,excelsior,MN,55331,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
9396,20793-208085,US,LS,44.862237,-93.542921,851 W 78th St,chanhassen,MN,55317,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9397,2450-198665,US,CO,44.861083,-93.524226,190 Lake Drive East|140,chanhassen,MN,55317,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:00,05:00,20:00
9398,51369-277305,US,LS,44.779554,-93.539636,1421 ADAMS STREET SOUTH,shakopee,MN,55379,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,21:00
9399,52014-279466,US,LS,44.778867,-93.538228,1451 ADAMS STREET SOUTH,shakopee,MN,55379,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
9400,49955-271966,US,CO,44.910654,-93.524201,19285 State Highway 7,shorewood,MN,55331,Central Standard Time,GMT-06:00,America/Chicago,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed,07:30,21:00,07:30,21:00
9401,72650-46879,US,LS,44.916387,-93.504845,4802 County Road 101,minnetonka,MN,553452635,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9402,51728-278396,US,LS,44.775959,-93.5018,1685 17th Ave E,shakopee,MN,55379,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9403,2599-47139,US,CO,44.864144,-93.440815,930 Prairie Center Drive|Prairieview Center,eden prairie,MN,553447304,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:30,20:30,05:30,20:00
9404,2325-2482,US,CO,44.853316,-93.429138,582 PRAIRIE CENTER DR.|#260,eden prairie,MN,553447942,Central Standard Time,GMT-06:00,America/Chicago,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:30,19:30,06:30,19:30
9405,51581-278397,US,LS,44.85577,-93.425958,8225 Flying Cloud Dr,eden prairie,MN,55344,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
9406,26250-243426,US,CO,44.892054,-93.418781,11100 62nd St W,eden prairie,MN,55344,Central Standard Time,GMT-06:00,America/Chicago,05:00,15:00,05:00,15:00,05:00,15:00,05:00,15:00,05:00,15:00,05:30,15:00,05:30,15:00
9407,21755-192244,US,LS,44.910096,-93.354877,5101 Vernon Avenue South,edina,MN,55436,Central Standard Time,GMT-06:00,America/Chicago,06:00,19:00,06:00,16:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
9408,2592-54119,US,CO,44.911414,-93.353025,5121 Gus Young Lane|Vernon Shops,edina,MN,554361530,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,20:00,05:30,20:00
9409,49527-268014,US,LS,44.937516,-93.346419,3601 Highway 100 S,st. louis park,MN,55416,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,20:00,07:00,20:00,07:00,19:00
9410,2696-63425,US,CO,44.933702,-93.339989,3850 Grand Way|Excelsior Park Commons,st. louis park,MN,554164788,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,19:30,06:00,19:30
9411,10203-99310,US,CO,44.948179,-93.332989,4201 Minnetonka Blvd.,st. louis park,MN,554164129,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
9412,76978-136645,US,LS,37.568508,-97.240957,2024 North Rock Rd,derby,KS,670373752,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,20:00
9413,19552-191324,US,CO,37.568588,-97.243672,2006 North Rock Road|600|Derby Marketplace Shopping Center,derby,KS,670373752,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
9414,27219-245234,US,LS,37.609014,-97.335143,4747 S Broadway,wichita,KS,67216,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9415,2898-87841,US,CO,37.664332,-97.243946,1600 South Rock Rd,wichita,KS,672075149,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00
9416,27512-246895,US,LS,37.679758,-97.247511,7700 East Kellogg Dr|Ste 1300,wichita,KS,67207,Central Standard Time,GMT-06:00,America/Chicago,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,09:00,21:00,09:00,21:00,11:00,18:00
9417,47797-252814,US,LS,37.636075,-97.353718,3211 S. Seneca,wichita,KS,67217,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9418,54763-285810,US,CO,37.678813,-97.200474,11661 E. Kellogg Ave,wichita,KS,672071966,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00
9419,2762-87840,US,CO,37.648821,-97.352995,2525 S. Seneca,wichita,KS,672172803,Central Standard Time,GMT-06:00,America/Chicago,05:30,20:00,05:30,20:00,05:30,19:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
9420,72835-74244,US,LS,37.692318,-97.246166,7707 E Central,wichita,KS,672062100,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9421,2675-73422,US,CO,37.694211,-97.244073,8008 East Central,wichita,KS,672062310,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,22:00,05:00,18:30,05:00,22:00,05:00,22:00,05:30,22:00,05:30,21:30
9422,29086-249975,US,CO,37.693988,-97.299386,3111 E.  Central Ave,wichita,KS,672144816,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
9423,18204-136644,US,LS,37.677116,-97.133686,225 E CLOUD,andover,KS,67002,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9424,59496-292784,US,LS,37.685847,-97.334109,401 E Douglas Ave,wichita,KS,67202,Central Standard Time,GMT-06:00,America/Chicago,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,08:00,19:00
9425,53269-284064,US,LS,37.71821,-97.294514,1845 Fairmount Street,wichita,KS,67260,Central Standard Time,GMT-06:00,America/Chicago,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,19:00,09:00,16:00,Closed,Closed
9426,79352-103144,US,LS,37.724487,-97.242652,2244 North Rock Road Court,wichita,KS,672262352,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
9427,48828-265352,US,CO,37.72344,-97.207646,2222 N. Greenwich Rd|600,wichita,KS,672268248,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,18:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,21:00
